label,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,x21,y21,z21
B,0.455494,0.687906,0.000000,0.477128,0.660997,-0.018773,0.488071,0.625776,-0.026697,0.473451,0.589406,-0.032774,0.458330,0.561315,-0.038352,0.487020,0.571916,-0.011350,0.487948,0.524762,-0.021719,0.485403,0.494940,-0.031341,0.483145,0.466695,-0.038908,0.467539,0.566214,-0.010087,0.469641,0.513833,-0.018914,0.470016,0.481165,-0.028445,0.471523,0.450163,-0.035992,0.449508,0.571442,-0.011374,0.450873,0.523124,-0.020793,0.453326,0.492814,-0.029156,0.456009,0.465842,-0.035166,0.430641,0.584796,-0.014558,0.430633,0.547466,-0.023464,0.433539,0.523654,-0.028727,0.437439,0.500571,-0.032485
B,0.455043,0.684071,0.000000,0.476862,0.656959,-0.018446,0.487635,0.621948,-0.026103,0.473755,0.585756,-0.032029,0.458594,0.558549,-0.037564,0.486301,0.569139,-0.010592,0.488381,0.522918,-0.020958,0.486957,0.493583,-0.030700,0.485794,0.465237,-0.038514,0.467396,0.563168,-0.009509,0.470211,0.511947,-0.018731,0.471185,0.480051,-0.028648,0.473491,0.448880,-0.036513,0.449700,0.568246,-0.011002,0.451681,0.520504,-0.021078,0.454745,0.489948,-0.029944,0.458141,0.462407,-0.036236,0.430837,0.581439,-0.014338,0.431323,0.544325,-0.023870,0.434681,0.520272,-0.029671,0.439171,0.496817,-0.033853
B,0.465091,0.683580,0.000000,0.488460,0.654716,-0.017229,0.499252,0.620342,-0.024416,0.484890,0.585139,-0.030257,0.470847,0.558270,-0.035708,0.498712,0.571258,-0.008403,0.500828,0.525460,-0.018649,0.499893,0.496049,-0.028455,0.499373,0.468154,-0.036181,0.479720,0.565403,-0.007822,0.482703,0.514461,-0.016955,0.483796,0.482247,-0.027065,0.486441,0.450926,-0.034922,0.461959,0.569769,-0.009816,0.464093,0.522410,-0.019674,0.466853,0.491800,-0.028581,0.470030,0.464429,-0.034756,0.442962,0.582027,-0.013577,0.443507,0.544873,-0.022585,0.446918,0.521115,-0.028000,0.451322,0.498470,-0.031817
B,0.466259,0.685513,0.000000,0.487382,0.659471,-0.018110,0.497624,0.626604,-0.025880,0.486698,0.590231,-0.032079,0.472890,0.561692,-0.037857,0.497936,0.575107,-0.009861,0.499254,0.529896,-0.019926,0.497923,0.501199,-0.029662,0.497277,0.473559,-0.037369,0.479486,0.568725,-0.008763,0.482255,0.517817,-0.017329,0.483489,0.485550,-0.027056,0.486328,0.454930,-0.034810,0.461990,0.572894,-0.010208,0.464053,0.525796,-0.019417,0.467550,0.495728,-0.027844,0.471452,0.469412,-0.033882,0.443532,0.584854,-0.013503,0.443845,0.548411,-0.022133,0.447510,0.524813,-0.027302,0.452142,0.502497,-0.031032
B,0.474758,0.698803,0.000000,0.496155,0.673188,-0.017673,0.502640,0.635948,-0.022887,0.487403,0.599239,-0.026257,0.471927,0.573920,-0.028846,0.499533,0.586562,-0.005879,0.502043,0.540117,-0.013709,0.501731,0.511926,-0.021714,0.501189,0.484540,-0.028160,0.481151,0.579893,-0.003564,0.484213,0.529464,-0.010180,0.485732,0.498450,-0.018164,0.488461,0.468574,-0.024373,0.464355,0.583938,-0.003959,0.466668,0.536053,-0.011974,0.470463,0.506096,-0.019199,0.474245,0.479562,-0.023993,0.446836,0.595498,-0.006184,0.447785,0.557476,-0.013846,0.451019,0.534458,-0.017974,0.454914,0.513043,-0.020683
B,0.474365,0.688838,0.000000,0.496912,0.666098,-0.016844,0.507009,0.631872,-0.022426,0.494368,0.595890,-0.026374,0.479102,0.571714,-0.029793,0.503332,0.582571,-0.007091,0.506723,0.538503,-0.015473,0.506836,0.510863,-0.023692,0.506819,0.483865,-0.030246,0.485363,0.575388,-0.005731,0.489873,0.527110,-0.012887,0.492318,0.496264,-0.020832,0.495652,0.466802,-0.027111,0.468636,0.578838,-0.006927,0.472382,0.533434,-0.015442,0.476886,0.504358,-0.022557,0.481245,0.478380,-0.027356,0.450774,0.589687,-0.009872,0.452937,0.553579,-0.017941,0.457257,0.531317,-0.022084,0.462362,0.510113,-0.024887
B,0.467097,0.671205,0.000000,0.487726,0.649645,-0.015955,0.498157,0.618539,-0.022360,0.487430,0.583510,-0.027332,0.474245,0.557307,-0.031841,0.498896,0.568916,-0.008356,0.501184,0.524691,-0.017036,0.500266,0.497052,-0.025234,0.499627,0.471205,-0.031684,0.481725,0.561869,-0.007462,0.485561,0.513111,-0.014607,0.486992,0.482376,-0.022618,0.489446,0.454269,-0.029023,0.465290,0.564702,-0.008860,0.468256,0.519240,-0.016744,0.471517,0.490906,-0.023767,0.474784,0.466597,-0.028806,0.447879,0.574922,-0.011891,0.448814,0.540254,-0.019607,0.452407,0.518559,-0.023906,0.456729,0.498399,-0.026887
B,0.466729,0.667485,0.000000,0.487001,0.645844,-0.017281,0.496640,0.615017,-0.024063,0.485544,0.580157,-0.029267,0.473540,0.552188,-0.033956,0.498319,0.564706,-0.008568,0.500674,0.520960,-0.017841,0.499895,0.493012,-0.026625,0.499523,0.466591,-0.033593,0.481272,0.557520,-0.007293,0.484850,0.509316,-0.015329,0.486272,0.478848,-0.024371,0.489273,0.450033,-0.031501,0.464693,0.560372,-0.008539,0.467798,0.515343,-0.017433,0.471292,0.486675,-0.025636,0.475135,0.461514,-0.031408,0.447127,0.570855,-0.011527,0.448490,0.535726,-0.020046,0.452358,0.513362,-0.025343,0.457326,0.491824,-0.029087
B,0.462093,0.670843,0.000000,0.483100,0.648926,-0.016693,0.493702,0.617311,-0.023337,0.483508,0.581848,-0.028481,0.470909,0.554438,-0.033219,0.495714,0.567389,-0.008996,0.498327,0.522736,-0.018352,0.497503,0.494299,-0.027196,0.497066,0.467486,-0.034202,0.478258,0.560135,-0.008041,0.481985,0.510577,-0.016249,0.483621,0.479094,-0.025340,0.486701,0.449740,-0.032492,0.461367,0.563079,-0.009439,0.464213,0.517151,-0.018425,0.468023,0.487817,-0.026590,0.472102,0.462291,-0.032355,0.443468,0.573581,-0.012496,0.444702,0.538235,-0.021083,0.448599,0.515663,-0.026250,0.453518,0.494129,-0.029909
B,0.467148,0.676539,0.000000,0.491203,0.647306,-0.016630,0.501428,0.613473,-0.023038,0.489826,0.577558,-0.028291,0.474430,0.551055,-0.033156,0.500977,0.564737,-0.005880,0.503429,0.517783,-0.015350,0.503031,0.487803,-0.024815,0.502982,0.459127,-0.032240,0.482238,0.558390,-0.005253,0.485483,0.507496,-0.013554,0.487172,0.474745,-0.023372,0.490584,0.443595,-0.030972,0.464111,0.562394,-0.007280,0.466995,0.514667,-0.016685,0.470739,0.483587,-0.025339,0.474892,0.456476,-0.031127,0.444759,0.574113,-0.011060,0.446486,0.535664,-0.019692,0.450629,0.511138,-0.024710,0.455827,0.488205,-0.028092
B,0.471707,0.698382,0.000000,0.494929,0.666348,-0.016573,0.502594,0.628595,-0.021868,0.490381,0.588686,-0.026145,0.475884,0.558863,-0.029806,0.502831,0.573812,-0.001651,0.505659,0.524499,-0.009548,0.505448,0.494092,-0.018626,0.505131,0.464256,-0.026180,0.483358,0.566990,-0.000901,0.487233,0.513657,-0.007564,0.489146,0.480453,-0.016839,0.492264,0.447627,-0.024351,0.464693,0.571856,-0.003169,0.468041,0.521234,-0.011682,0.471724,0.489775,-0.019998,0.475509,0.461394,-0.025740,0.444708,0.585209,-0.007303,0.446025,0.544811,-0.015815,0.449905,0.519691,-0.020706,0.454813,0.495943,-0.024042
B,0.451373,0.705951,0.000000,0.475294,0.677016,-0.019975,0.484282,0.639629,-0.027295,0.471570,0.597968,-0.032860,0.456767,0.565946,-0.037722,0.484939,0.581992,-0.007638,0.488191,0.531067,-0.017217,0.487566,0.499561,-0.027108,0.487065,0.468442,-0.035236,0.464677,0.574674,-0.005843,0.468777,0.519806,-0.014003,0.470243,0.485276,-0.024024,0.473068,0.451293,-0.032155,0.445434,0.579651,-0.007096,0.448679,0.528263,-0.016766,0.452374,0.496109,-0.025660,0.456133,0.466967,-0.031910,0.425236,0.593234,-0.010436,0.426810,0.552515,-0.019941,0.430910,0.526969,-0.025507,0.436001,0.502342,-0.029407
B,0.447015,0.713562,0.000000,0.471291,0.685504,-0.018070,0.479345,0.647356,-0.024645,0.467033,0.605750,-0.029871,0.453610,0.572775,-0.034538,0.480402,0.587138,-0.006699,0.484652,0.534144,-0.016720,0.484951,0.501407,-0.026498,0.484922,0.470055,-0.034243,0.460043,0.579823,-0.005947,0.465153,0.522397,-0.014709,0.467141,0.486622,-0.024470,0.470396,0.452084,-0.032102,0.440346,0.584297,-0.008170,0.444646,0.530314,-0.018095,0.448927,0.496271,-0.026753,0.453597,0.465886,-0.032676,0.419202,0.597413,-0.012303,0.421032,0.555167,-0.021833,0.425388,0.528727,-0.027174,0.431283,0.503392,-0.030799
B,0.447085,0.728893,0.000000,0.472819,0.697118,-0.021187,0.483388,0.655269,-0.028504,0.471436,0.610572,-0.034033,0.456929,0.574734,-0.038916,0.482823,0.590359,-0.007467,0.487465,0.534978,-0.017757,0.487755,0.500836,-0.028413,0.487816,0.467314,-0.037115,0.460692,0.582547,-0.005731,0.466167,0.522365,-0.014484,0.468498,0.485051,-0.025442,0.472283,0.447924,-0.034320,0.439574,0.588449,-0.007352,0.444272,0.531525,-0.017703,0.448749,0.496755,-0.027603,0.453687,0.464893,-0.034622,0.417423,0.604176,-0.011219,0.419911,0.559334,-0.021490,0.424662,0.531431,-0.027704,0.430967,0.504058,-0.032115
B,0.429721,0.732682,0.000000,0.458728,0.703100,-0.021668,0.474017,0.660306,-0.030324,0.464664,0.615160,-0.037053,0.449334,0.578710,-0.043445,0.472388,0.590312,-0.012990,0.478104,0.532549,-0.025390,0.478460,0.496185,-0.036924,0.478301,0.461307,-0.045824,0.449213,0.582213,-0.011912,0.456456,0.517867,-0.022223,0.459044,0.477382,-0.033456,0.462393,0.438709,-0.042344,0.426847,0.588027,-0.013856,0.433150,0.528381,-0.024626,0.438205,0.491195,-0.034179,0.443421,0.457455,-0.041139,0.402971,0.604073,-0.018035,0.406107,0.558139,-0.028241,0.411304,0.528550,-0.033891,0.417746,0.499677,-0.037943
B,0.414324,0.742588,0.000000,0.446479,0.713927,-0.025312,0.464029,0.667401,-0.035358,0.456104,0.618489,-0.043031,0.441042,0.577678,-0.050315,0.462600,0.589438,-0.016670,0.469394,0.527483,-0.030962,0.469759,0.487994,-0.044072,0.469568,0.450038,-0.054198,0.437415,0.580227,-0.015096,0.446048,0.511468,-0.027155,0.449118,0.467765,-0.040228,0.453137,0.425937,-0.050500,0.412720,0.586630,-0.016868,0.420025,0.523570,-0.029547,0.426149,0.483826,-0.040858,0.432553,0.447544,-0.048991,0.386424,0.604429,-0.021189,0.390731,0.555089,-0.033403,0.396793,0.523427,-0.040436,0.404263,0.492266,-0.045420
B,0.425544,0.775020,0.000000,0.459491,0.738270,-0.025341,0.475036,0.684409,-0.035000,0.458908,0.632498,-0.042450,0.437243,0.593321,-0.049430,0.468418,0.603683,-0.014626,0.473909,0.537464,-0.029669,0.473857,0.495896,-0.043823,0.472957,0.455061,-0.054895,0.440704,0.594832,-0.013749,0.447223,0.521218,-0.026553,0.449190,0.475210,-0.040227,0.452150,0.430116,-0.050850,0.414564,0.603240,-0.016481,0.420004,0.533976,-0.030108,0.425081,0.490788,-0.041381,0.430211,0.450448,-0.049330,0.387030,0.624678,-0.021879,0.390394,0.570556,-0.034854,0.395707,0.535999,-0.041614,0.402501,0.501755,-0.046249
B,0.436874,0.792520,0.000000,0.472786,0.749196,-0.027619,0.490001,0.688571,-0.038492,0.472080,0.634819,-0.046794,0.449370,0.592776,-0.054615,0.479726,0.600053,-0.018134,0.484876,0.525161,-0.035129,0.483774,0.478033,-0.050392,0.481397,0.433603,-0.061935,0.448315,0.593844,-0.017292,0.453911,0.510689,-0.031615,0.455230,0.458914,-0.046056,0.457327,0.409449,-0.057065,0.419584,0.605786,-0.020335,0.424080,0.527604,-0.035257,0.429060,0.479497,-0.047527,0.434355,0.434941,-0.056174,0.390070,0.631729,-0.026213,0.391530,0.572507,-0.040515,0.396352,0.534052,-0.047958,0.403177,0.495363,-0.052974
B,0.432239,0.824577,0.000000,0.474941,0.781131,-0.031904,0.494909,0.714369,-0.043996,0.478368,0.657371,-0.053040,0.454730,0.611638,-0.061720,0.482593,0.611263,-0.021054,0.488595,0.528780,-0.039510,0.487847,0.477511,-0.056641,0.485534,0.428794,-0.069926,0.448282,0.604162,-0.019849,0.455425,0.513067,-0.035759,0.457123,0.456462,-0.053331,0.459673,0.401754,-0.066897,0.416494,0.617611,-0.022973,0.423128,0.532264,-0.039781,0.429156,0.478208,-0.055648,0.435341,0.427668,-0.067051,0.383514,0.647491,-0.029262,0.387322,0.582018,-0.045547,0.393488,0.539738,-0.055290,0.401868,0.496798,-0.062294
B,0.439137,0.868538,0.000000,0.483698,0.819449,-0.032208,0.505000,0.748365,-0.044143,0.486848,0.688582,-0.053071,0.461811,0.641607,-0.061627,0.486455,0.643728,-0.020807,0.491204,0.557874,-0.040106,0.488849,0.503745,-0.057773,0.484814,0.452966,-0.071212,0.449855,0.638570,-0.019784,0.455692,0.542815,-0.036233,0.456417,0.483594,-0.053727,0.457525,0.427172,-0.067053,0.417053,0.654213,-0.023215,0.421609,0.565300,-0.040250,0.426830,0.509130,-0.055612,0.431965,0.456703,-0.066522,0.384165,0.686807,-0.029953,0.386131,0.617614,-0.046277,0.391609,0.573018,-0.055511,0.398721,0.528118,-0.061947
B,0.452529,0.859879,0.000000,0.504779,0.815305,-0.029253,0.534901,0.741892,-0.039704,0.521891,0.678064,-0.047649,0.501470,0.629637,-0.055535,0.519099,0.634034,-0.017414,0.527276,0.548890,-0.035646,0.526510,0.494460,-0.052461,0.523514,0.444526,-0.065338,0.484407,0.629289,-0.017541,0.494168,0.534014,-0.033519,0.497520,0.471991,-0.050325,0.499702,0.416809,-0.062976,0.451461,0.645202,-0.021982,0.459492,0.554854,-0.039517,0.466308,0.497719,-0.054774,0.472142,0.446052,-0.065310,0.416673,0.677458,-0.029342,0.422334,0.608941,-0.047034,0.429636,0.563841,-0.056900,0.437392,0.519093,-0.063499
B,0.455654,0.853277,0.000000,0.505453,0.812217,-0.023149,0.538119,0.741244,-0.034372,0.533350,0.680058,-0.044307,0.514971,0.632781,-0.054584,0.513442,0.632007,-0.021430,0.522346,0.545276,-0.042568,0.524586,0.492052,-0.059458,0.524913,0.442668,-0.071594,0.485182,0.632432,-0.025495,0.495952,0.536037,-0.044124,0.499990,0.473682,-0.059656,0.501788,0.418522,-0.070914,0.457163,0.651370,-0.032948,0.466400,0.558128,-0.052326,0.473084,0.501327,-0.064686,0.477667,0.450449,-0.072823,0.427111,0.685071,-0.042648,0.435558,0.617890,-0.061768,0.442547,0.573340,-0.070166,0.447577,0.530105,-0.075208
B,0.461831,0.836718,0.000000,0.509276,0.786639,-0.018808,0.535128,0.709890,-0.028795,0.529790,0.651581,-0.038056,0.514982,0.606446,-0.047570,0.505777,0.605064,-0.018576,0.504840,0.519141,-0.038313,0.502909,0.468339,-0.054052,0.499584,0.421668,-0.065504,0.478859,0.611939,-0.024452,0.479936,0.515531,-0.042076,0.479666,0.455924,-0.056375,0.477211,0.404036,-0.066704,0.453655,0.637147,-0.033358,0.455036,0.543752,-0.051703,0.457536,0.488288,-0.062715,0.458024,0.438016,-0.070004,0.428868,0.677526,-0.044130,0.432936,0.608777,-0.062518,0.437146,0.563419,-0.070235,0.439443,0.519273,-0.074801
B,0.460332,0.818877,0.000000,0.509187,0.763722,-0.015167,0.529221,0.682473,-0.022411,0.525954,0.621580,-0.029752,0.515761,0.569900,-0.037869,0.499459,0.592249,-0.016422,0.499991,0.505382,-0.035603,0.498047,0.452773,-0.050534,0.494233,0.405677,-0.061516,0.475052,0.598461,-0.023404,0.476691,0.501887,-0.041247,0.474372,0.440127,-0.056240,0.469934,0.385849,-0.067238,0.451669,0.622666,-0.033003,0.452881,0.529618,-0.052008,0.453457,0.472199,-0.064425,0.451626,0.420766,-0.072850,0.429167,0.661547,-0.043909,0.433459,0.593739,-0.063311,0.437246,0.546839,-0.072459,0.438805,0.501920,-0.078254
B,0.462116,0.829906,0.000000,0.515050,0.781644,-0.013540,0.539894,0.703864,-0.019248,0.540014,0.642587,-0.025230,0.534133,0.594379,-0.031848,0.514834,0.608024,-0.012099,0.519564,0.524438,-0.029574,0.521178,0.473615,-0.043686,0.520157,0.427234,-0.054298,0.491203,0.610309,-0.019420,0.497652,0.516479,-0.035570,0.500675,0.456348,-0.049349,0.499644,0.403736,-0.059552,0.467986,0.631949,-0.029484,0.473829,0.544197,-0.047222,0.478399,0.490667,-0.058697,0.479340,0.441585,-0.066508,0.444353,0.668689,-0.040873,0.452408,0.606286,-0.059235,0.459259,0.562551,-0.067716,0.463522,0.519808,-0.073117
B,0.450069,0.833973,0.000000,0.502553,0.781943,-0.014832,0.527138,0.701774,-0.021591,0.525138,0.639001,-0.028319,0.518458,0.589030,-0.035542,0.500839,0.607147,-0.014161,0.503558,0.520496,-0.032836,0.503913,0.468991,-0.047457,0.501597,0.421844,-0.058248,0.476277,0.610854,-0.021215,0.481456,0.514008,-0.038636,0.482825,0.453171,-0.052539,0.480466,0.399687,-0.062602,0.452302,0.633514,-0.031144,0.457422,0.542089,-0.049881,0.461345,0.487444,-0.061076,0.461656,0.437187,-0.068504,0.427988,0.671553,-0.042492,0.435480,0.605281,-0.061403,0.441957,0.560528,-0.069648,0.445718,0.516287,-0.074762
B,0.437810,0.833256,0.000000,0.490781,0.781583,-0.013638,0.516604,0.700525,-0.019598,0.516193,0.638336,-0.025921,0.510146,0.588239,-0.032851,0.491239,0.606206,-0.012006,0.494254,0.520096,-0.030129,0.494724,0.468577,-0.044614,0.493089,0.421578,-0.055470,0.465904,0.609798,-0.019657,0.471613,0.513111,-0.036800,0.473421,0.452080,-0.051222,0.472142,0.398359,-0.061729,0.440931,0.631889,-0.030124,0.447236,0.539502,-0.048879,0.451928,0.483900,-0.060755,0.453181,0.433017,-0.068703,0.415804,0.669280,-0.041875,0.424660,0.602493,-0.060902,0.431402,0.557418,-0.069532,0.435191,0.513091,-0.074979
B,0.434877,0.839315,0.000000,0.485655,0.788999,-0.015658,0.511626,0.708237,-0.022533,0.511333,0.646461,-0.029354,0.503039,0.595961,-0.036541,0.485772,0.613683,-0.013542,0.489167,0.528229,-0.032120,0.489712,0.476721,-0.046896,0.488077,0.429559,-0.057687,0.460431,0.617401,-0.020111,0.466241,0.521519,-0.037166,0.467969,0.460549,-0.051042,0.466326,0.407193,-0.060970,0.435419,0.639407,-0.029652,0.441171,0.547626,-0.047879,0.445796,0.492764,-0.058720,0.447003,0.442640,-0.065812,0.410371,0.676169,-0.040747,0.418414,0.610359,-0.058928,0.424855,0.565692,-0.066551,0.428316,0.521846,-0.071130
B,0.428545,0.858303,0.000000,0.478485,0.808989,-0.015502,0.503787,0.727955,-0.021819,0.503895,0.666164,-0.028134,0.497220,0.613266,-0.034710,0.477483,0.632785,-0.012051,0.481380,0.548744,-0.029962,0.482105,0.497981,-0.044263,0.481140,0.451913,-0.054717,0.451939,0.636669,-0.018331,0.457520,0.542729,-0.034827,0.459407,0.482218,-0.048464,0.458619,0.429384,-0.058161,0.427163,0.658761,-0.027669,0.432239,0.567974,-0.045587,0.436633,0.513059,-0.056391,0.438089,0.462946,-0.063407,0.402732,0.695829,-0.038544,0.410034,0.629937,-0.056781,0.416014,0.585228,-0.064604,0.419224,0.541392,-0.069216
B,0.424049,0.852679,0.000000,0.469900,0.806531,-0.018905,0.495875,0.730553,-0.027871,0.491250,0.674056,-0.036176,0.474464,0.633733,-0.044826,0.468592,0.625533,-0.016845,0.469817,0.542506,-0.035500,0.468996,0.492966,-0.050948,0.466454,0.447169,-0.062351,0.440966,0.631220,-0.022423,0.443707,0.538411,-0.038922,0.443862,0.479106,-0.053295,0.442075,0.425914,-0.063828,0.414853,0.655642,-0.031080,0.417651,0.565366,-0.048439,0.420315,0.511152,-0.059874,0.421181,0.461071,-0.067618,0.388528,0.694950,-0.041687,0.392286,0.629215,-0.059360,0.396440,0.584746,-0.067154,0.399219,0.539870,-0.071966
B,0.412194,0.840080,0.000000,0.461222,0.795025,-0.025413,0.488025,0.721111,-0.034713,0.477890,0.661703,-0.042141,0.462924,0.613453,-0.049540,0.463951,0.620194,-0.017317,0.468903,0.537913,-0.036179,0.467861,0.485576,-0.052103,0.464708,0.438076,-0.063656,0.431502,0.618808,-0.018746,0.438093,0.526334,-0.035428,0.439694,0.465373,-0.050390,0.440037,0.411884,-0.061045,0.401283,0.637003,-0.024118,0.406196,0.548037,-0.041860,0.410314,0.491684,-0.054705,0.413726,0.441004,-0.063048,0.370022,0.670726,-0.032024,0.373131,0.605437,-0.049860,0.378365,0.561001,-0.058567,0.383952,0.516798,-0.063760
B,0.411932,0.822676,0.000000,0.458651,0.779546,-0.031059,0.485516,0.712102,-0.043598,0.475962,0.651053,-0.053338,0.460375,0.597407,-0.062936,0.469547,0.606172,-0.022023,0.472018,0.524621,-0.041544,0.468424,0.472626,-0.058833,0.464035,0.423814,-0.071863,0.434222,0.601956,-0.021261,0.438403,0.511351,-0.038195,0.438593,0.451399,-0.055335,0.439665,0.396101,-0.068399,0.401373,0.617492,-0.024707,0.405000,0.531636,-0.042416,0.409479,0.476178,-0.057413,0.414921,0.424652,-0.068081,0.368064,0.648115,-0.031182,0.369859,0.584419,-0.048746,0.375832,0.541964,-0.058581,0.383442,0.499113,-0.065308
B,0.421551,0.811529,0.000000,0.465945,0.773574,-0.035210,0.492668,0.714309,-0.050637,0.482942,0.653474,-0.062576,0.466615,0.597181,-0.073952,0.480628,0.606162,-0.026750,0.484649,0.526104,-0.047510,0.482665,0.475267,-0.065646,0.480507,0.426292,-0.079211,0.446625,0.597893,-0.024418,0.451931,0.507637,-0.042126,0.453456,0.448441,-0.060113,0.456326,0.391824,-0.074022,0.414589,0.609268,-0.026505,0.419167,0.526914,-0.044440,0.424901,0.472150,-0.060147,0.431850,0.420350,-0.071437,0.381474,0.635088,-0.032045,0.382687,0.571545,-0.049378,0.388849,0.529047,-0.059773,0.397488,0.486422,-0.067076
B,0.434251,0.803918,0.000000,0.474659,0.764074,-0.034118,0.497794,0.701800,-0.047902,0.481121,0.642650,-0.058223,0.458949,0.590732,-0.067861,0.485092,0.599051,-0.024442,0.486730,0.519262,-0.043683,0.484014,0.468749,-0.060782,0.481533,0.419740,-0.073857,0.451563,0.589560,-0.021951,0.454238,0.498806,-0.038029,0.454745,0.440714,-0.055079,0.457381,0.384689,-0.068524,0.420903,0.599914,-0.023794,0.422738,0.516925,-0.040410,0.427044,0.462966,-0.055694,0.432894,0.412756,-0.066840,0.390022,0.625356,-0.029032,0.388147,0.561914,-0.044982,0.392840,0.519951,-0.054692,0.400281,0.478043,-0.061729
B,0.443856,0.804847,0.000000,0.476490,0.765067,-0.036507,0.491718,0.704343,-0.050350,0.468347,0.643381,-0.060056,0.442427,0.593693,-0.068738,0.484114,0.609180,-0.021698,0.482928,0.533774,-0.038697,0.477399,0.485746,-0.055274,0.472563,0.438013,-0.068852,0.452657,0.597774,-0.017026,0.452177,0.511391,-0.031149,0.449924,0.457034,-0.048026,0.450129,0.402717,-0.062144,0.423958,0.606059,-0.017026,0.422815,0.526195,-0.032456,0.424212,0.475933,-0.047627,0.426460,0.429649,-0.059131,0.395071,0.629128,-0.020666,0.391333,0.566380,-0.035353,0.394574,0.525996,-0.044996,0.399808,0.486495,-0.052518
B,0.450876,0.792130,0.000000,0.476985,0.758182,-0.038388,0.487224,0.698795,-0.051781,0.464533,0.633700,-0.060493,0.436010,0.584426,-0.067847,0.484842,0.602559,-0.020337,0.481791,0.527681,-0.035974,0.475559,0.480606,-0.051739,0.470286,0.433232,-0.065057,0.455387,0.587943,-0.013973,0.452796,0.504294,-0.026729,0.449618,0.451732,-0.042484,0.449374,0.398672,-0.055860,0.428482,0.594868,-0.012613,0.425437,0.517230,-0.027198,0.425608,0.468451,-0.041163,0.427137,0.422568,-0.051733,0.401798,0.616583,-0.015155,0.397194,0.554460,-0.029424,0.399150,0.515472,-0.038578,0.403211,0.476650,-0.045670
B,0.456503,0.776330,0.000000,0.479432,0.752798,-0.043217,0.487380,0.700811,-0.059796,0.463893,0.637288,-0.070371,0.435870,0.587208,-0.079244,0.487370,0.602140,-0.029482,0.483174,0.528694,-0.047650,0.477049,0.481539,-0.063832,0.472153,0.435542,-0.076807,0.459924,0.584643,-0.020793,0.456352,0.501955,-0.036065,0.452809,0.449176,-0.051518,0.452694,0.398306,-0.063931,0.434877,0.588273,-0.017202,0.431729,0.510665,-0.033682,0.431134,0.462146,-0.047417,0.432608,0.417706,-0.057197,0.409823,0.606214,-0.017739,0.405176,0.545966,-0.033134,0.406026,0.509197,-0.042511,0.409271,0.473526,-0.049320
B,0.456840,0.764389,0.000000,0.475180,0.747767,-0.048162,0.477883,0.697270,-0.067138,0.453394,0.633034,-0.078786,0.426387,0.579422,-0.088331,0.485270,0.597927,-0.038325,0.478576,0.521949,-0.058355,0.472142,0.473558,-0.074643,0.467215,0.428120,-0.087128,0.460609,0.578718,-0.026779,0.456126,0.493316,-0.043748,0.453415,0.438821,-0.058632,0.454509,0.390057,-0.070076,0.438103,0.579780,-0.020414,0.433404,0.499360,-0.037495,0.433856,0.450188,-0.050477,0.437195,0.407286,-0.059465,0.416310,0.594565,-0.018541,0.410440,0.534040,-0.033919,0.410731,0.497583,-0.043191,0.413814,0.464293,-0.049757
B,0.446666,0.746023,0.000000,0.465075,0.728424,-0.043815,0.464170,0.679737,-0.061745,0.438530,0.621154,-0.073568,0.417064,0.568607,-0.083142,0.475800,0.588677,-0.033556,0.468382,0.514664,-0.054543,0.461813,0.464876,-0.071269,0.456684,0.420794,-0.083354,0.453383,0.571170,-0.024006,0.448264,0.488600,-0.043068,0.445990,0.432560,-0.058329,0.447034,0.384314,-0.068858,0.432550,0.569824,-0.019421,0.427908,0.491221,-0.037889,0.428988,0.441619,-0.049768,0.432544,0.398663,-0.056889,0.412032,0.580726,-0.018961,0.407403,0.521023,-0.034985,0.407310,0.485340,-0.043157,0.408826,0.454106,-0.047988
B,0.440540,0.729960,0.000000,0.447648,0.723477,-0.049176,0.441089,0.678859,-0.068919,0.419945,0.621267,-0.080778,0.403448,0.566772,-0.090467,0.461934,0.593186,-0.046707,0.451439,0.519289,-0.069250,0.444230,0.468005,-0.085987,0.439334,0.423358,-0.098040,0.442937,0.572982,-0.034083,0.433963,0.492154,-0.054725,0.429586,0.436421,-0.070088,0.430095,0.388797,-0.080770,0.423787,0.568548,-0.026036,0.416454,0.494246,-0.045708,0.415159,0.447055,-0.058256,0.417619,0.406301,-0.065979,0.405917,0.575999,-0.022322,0.399606,0.521278,-0.040192,0.398336,0.486248,-0.050114,0.399889,0.454488,-0.056273
